ticker,price_date,market,weighted_momentum,rs_score,momentum_rank,close_price
000210,2026-06-04,KR,0.376344086021505,-0.385125618300507,101,51200
000210,2026-06-05,KR,0.352226720647773,-0.318057268504353,96,50100
000210,2026-06-06,KR,0.352226720647773,-0.318057268504353,96,50100
000210,2026-06-07,KR,0.352226720647773,-0.318057268504353,96,50100
000210,2026-06-08,KR,0.273480662983425,-0.250860824573424,87,46100
000210,2026-06-09,KR,0.29532967032967,-0.339578144463981,92,47150
000210,2026-06-10,KR,0.233160621761658,-0.316080170451678,99,47600
000210,2026-06-11,KR,0.321473951715375,-0.247130720590816,87,52000
000210,2026-06-12,KR,0.346633416458853,-0.250979099151244,83,54000
000210,2026-06-13,KR,0.346633416458853,-0.250979099151244,83,54000
000210,2026-06-14,KR,0.346633416458853,-0.250979099151244,83,54000
000210,2026-06-15,KR,0.339805825242719,-0.312929432869647,88,55200
000210,2026-06-16,KR,0.314148681055156,-0.357213540635053,87,54800
000210,2026-06-17,KR,0.303614457831325,-0.39309863238451,85,54100
000210,2026-06-18,KR,0.301863354037267,-0.529337513899383,90,52400
000210,2026-06-22,KR,-0.11877119038576,,211,
000210,2026-06-23,KR,-0.229732773972748,,317,
000210,2026-06-24,KR,-0.208093547840003,-0.623925532634357,250,
000210,2026-06-25,KR,0.0406032482598608,-0.623925532634357,119,44850
000240,2026-06-01,KR,-0.0813345399991497,-0.913182045496747,292,24200
000240,2026-06-02,KR,-0.0424170777415042,-0.860628756121256,263,24900
000240,2026-06-03,KR,-0.0424170777415042,-0.860628756121256,263,24900
000240,2026-06-04,KR,-0.00422024633343809,-0.76568995065545,244,25700
000240,2026-06-05,KR,-0.0444802165022889,-0.714764205654415,244,24800
000240,2026-06-06,KR,-0.0444802165022889,-0.714764205654415,244,24800
000240,2026-06-07,KR,-0.0444802165022889,-0.714764205654415,244,24800
000240,2026-06-08,KR,-0.0893690889956923,-0.613710576552541,242,23900
000240,2026-06-09,KR,-0.0207860078321879,-0.655693822625839,210,25700
000240,2026-06-10,KR,0.00159169775410994,-0.547649094459226,173,25850
000240,2026-06-11,KR,0.0227384226801841,-0.545866249626007,169,25850
000240,2026-06-12,KR,0.0739228710954249,-0.523689644514671,162,27300
000240,2026-06-13,KR,0.0739228710954249,-0.523689644514671,162,27300
000240,2026-06-14,KR,0.0739228710954249,-0.523689644514671,162,27300
000240,2026-06-15,KR,0.212647298071476,-0.44008796004089,117,30650
000240,2026-06-16,KR,0.0747945702913728,-0.596567651398836,160,28000
000240,2026-06-17,KR,-0.0228888758862359,-0.719601966102071,194,25550
000240,2026-06-18,KR,-0.0171933354145709,-0.848394203351221,194,24650
000240,2026-06-22,KR,-0.0250661199723957,,117,
000240,2026-06-23,KR,-0.104811782298115,,144,
000240,2026-06-24,KR,-0.11321640642504,-0.787705864127403,131,
000240,2026-06-25,KR,-0.123177083233185,-0.787705864127403,203,22800
000250,2026-06-01,KR,0.287968441814596,-0.543879063683002,121,326500
000250,2026-06-02,KR,0.0824372759856631,-0.735774402394089,201,302000
000250,2026-06-03,KR,0.0824372759856631,-0.735774402394089,201,302000
000250,2026-06-04,KR,0.119349005424955,-0.642120698897057,182,309500
000250,2026-06-05,KR,0.0618181818181818,-0.608465807333944,182,292000
000250,2026-06-06,KR,0.0618181818181818,-0.608465807333944,182,292000
000250,2026-06-07,KR,0.0618181818181818,-0.608465807333944,182,292000
000250,2026-06-08,KR,-0.14795008912656,-0.672291576683409,283,239000
000250,2026-06-09,KR,-0.233807266982622,-0.868715081776274,339,242500
000250,2026-06-10,KR,-0.281944444444444,-0.83118523665778,359,258500
000250,2026-06-11,KR,-0.328224776500639,-0.896829448806829,371,263000
000250,2026-06-12,KR,-0.372148859543817,-0.969761375153914,385,261500
000250,2026-06-13,KR,-0.372148859543817,-0.969761375153914,385,261500
000250,2026-06-14,KR,-0.372148859543817,-0.969761375153914,385,261500
000250,2026-06-15,KR,-0.394766780432309,-1.04750203854467,392,266000
000250,2026-06-16,KR,-0.45360824742268,-1.12497046911289,397,265000
000250,2026-06-17,KR,-0.424557752341311,-1.12127084255715,397,276500
000250,2026-06-18,KR,-0.433189655172414,-1.26439052310906,398,263000
000250,2026-06-22,KR,-0.355472386636844,,408,
000250,2026-06-23,KR,-0.355472386636844,,408,
000250,2026-06-24,KR,-0.425422775134838,-1.18752878089422,409,
000250,2026-06-25,KR,-0.523,-1.18752878089422,403,238500
000270,2026-06-01,KR,0.163006481964261,-0.668841023533337,176,169900
000270,2026-06-02,KR,0.166182611070431,-0.652029067309321,160,168800
000270,2026-06-03,KR,0.166182611070431,-0.652029067309321,160,168800
000270,2026-06-04,KR,0.0118740930547252,-0.749595611267287,234,164300
000270,2026-06-05,KR,0.026065764510073,-0.644218224642053,204,161100
000270,2026-06-06,KR,0.026065764510073,-0.644218224642053,204,161100
000270,2026-06-07,KR,0.026065764510073,-0.644218224642053,204,161100
000270,2026-06-08,KR,-0.0816598494771344,-0.606001337033984,231,151400
000270,2026-06-09,KR,0.0419966507703515,-0.5929111640233,172,164300
000270,2026-06-10,KR,0.0484950288401789,-0.500745763373157,157,159700
000270,2026-06-11,KR,0.0492802542809625,-0.519324418025228,157,156000
000270,2026-06-12,KR,0.134347862869585,-0.463264652740512,138,166800
000270,2026-06-13,KR,0.134347862869585,-0.463264652740512,138,166800
000270,2026-06-14,KR,0.134347862869585,-0.463264652740512,138,166800
000270,2026-06-15,KR,0.168023573016884,-0.484711685095481,128,167500
000270,2026-06-16,KR,0.147008709785703,-0.524353511904506,135,170200
000270,2026-06-17,KR,0.137617593437362,-0.559095496778473,134,166300
000270,2026-06-18,KR,0.104405164805,-0.726795703131651,141,158800
000270,2026-06-22,KR,-0.0417155830224,,128,
000270,2026-06-23,KR,-0.126174617708693,,168,
000270,2026-06-24,KR,-0.114711495680197,-0.709969185072206,134,
000270,2026-06-25,KR,-0.0454404041779884,-0.709969185072206,156,138900
000320,2026-06-01,KR,-0.157692307692308,-0.989539813189905,330,17520
000320,2026-06-02,KR,-0.156862745098039,-0.975074423477791,332,17200
000320,2026-06-03,KR,-0.156862745098039,-0.975074423477791,332,17200
000320,2026-06-04,KR,-0.131592164741336,-0.893061869063348,318,17290
000320,2026-06-05,KR,-0.167804878048781,-0.838088867200907,317,17060
000320,2026-06-06,KR,-0.167804878048781,-0.838088867200907,317,17060
000320,2026-06-07,KR,-0.167804878048781,-0.838088867200907,317,17060
000320,2026-06-08,KR,-0.198004987531172,-0.722346475088021,315,16080
000320,2026-06-09,KR,-0.167487684729064,-0.802395499522715,304,16900
000320,2026-06-10,KR,-0.206976744186047,-0.756217536399382,319,17050
000320,2026-06-11,KR,-0.19392523364486,-0.762529905951051,298,17250
000320,2026-06-12,KR,-0.18,-0.777612515610096,298,17630
000320,2026-06-13,KR,-0.18,-0.777612515610096,298,17630
000320,2026-06-14,KR,-0.18,-0.777612515610096,298,17630
000320,2026-06-15,KR,-0.16,-0.812735258112365,287,17850
000320,2026-06-16,KR,-0.163551401869159,-0.834913623559367,284,17900
000320,2026-06-17,KR,-0.147169811320755,-0.84388290153659,277,18080
000320,2026-06-18,KR,-0.111386138613861,-0.942587006550512,257,17950
000320,2026-06-22,KR,-0.180542714627694,,304,
000320,2026-06-23,KR,-0.246167381877177,,336,
000320,2026-06-24,KR,-0.243753472071431,-0.964092099671511,295,
000320,2026-06-25,KR,-0.299563318777293,-0.964092099671511,324,16040
000500,2026-06-01,KR,3.02076330913628,2.18891580363868,7,368000
000500,2026-06-02,KR,3.28288998764619,2.46467830926644,6,386000
000500,2026-06-03,KR,3.28288998764619,2.46467830926644,6,386000
000500,2026-06-04,KR,2.69441299979351,1.93294329547149,6,338500
000500,2026-06-05,KR,2.31623174801226,1.64594775886014,6,306500
000500,2026-06-06,KR,2.31623174801226,1.64594775886014,6,306500
000500,2026-06-07,KR,2.31623174801226,1.64594775886014,6,306500
000500,2026-06-08,KR,2.22336293454962,1.69902144699277,7,286000
000500,2026-06-09,KR,2.63729277879906,2.0023849640054,6,322000
000500,2026-06-10,KR,2.47676758364098,1.92752679142764,8,313000
000500,2026-06-11,KR,2.68065584743182,2.11205117512563,6,324000
000500,2026-06-12,KR,1.86924606574559,1.27163355013549,14,252000
000500,2026-06-13,KR,1.86924606574559,1.27163355013549,14,252000
000500,2026-06-14,KR,1.86924606574559,1.27163355013549,14,252000
000500,2026-06-15,KR,1.87907211618655,1.22633685807419,9,252000
000500,2026-06-16,KR,1.99220215021356,1.32083992852336,8,262500
000500,2026-06-17,KR,2.89588726833181,2.19917417811597,6,341000
000500,2026-06-18,KR,3.78087056490543,2.94966969696878,5,385500
000500,2026-06-22,KR,0.9088346451906,,10,
000500,2026-06-23,KR,0.835253658982291,,12,
000500,2026-06-24,KR,0.679262769344771,2.10063476560217,11,
000500,2026-06-25,KR,2.76516354649639,2.10063476560217,5,311500
000660,2026-06-01,KR,2.16122329789731,1.32937579239971,11,2363000
000660,2026-06-02,KR,2.12797621635331,1.30976453797356,10,2360000
000660,2026-06-03,KR,2.12797621635331,1.30976453797356,10,2360000
000660,2026-06-04,KR,2.01390760977703,1.25243790545501,13,2298000
000660,2026-06-05,KR,1.79161033435265,1.12132634520053,15,2070000
000660,2026-06-06,KR,1.79161033435265,1.12132634520053,15,2070000
000660,2026-06-07,KR,1.79161033435265,1.12132634520053,15,2070000
000660,2026-06-08,KR,1.5876304224635,1.06328893490665,13,1911000
000660,2026-06-09,KR,1.93967997011427,1.30477215532062,12,2215000
000660,2026-06-10,KR,1.6755177881369,1.12627699592357,14,2048000
000660,2026-06-11,KR,1.8603653240621,1.29176065175591,13,2101000
000660,2026-06-12,KR,1.69290938172053,1.09529686611043,16,2150000
000660,2026-06-13,KR,1.69290938172053,1.09529686611043,16,2150000
000660,2026-06-14,KR,1.69290938172053,1.09529686611043,16,2150000
000660,2026-06-15,KR,1.72604673194715,1.07331147383478,13,2288000
000660,2026-06-16,KR,1.77211890784101,1.1007566861508,11,2382000
000660,2026-06-17,KR,1.77895953065501,1.08224644043917,9,2521000
000660,2026-06-18,KR,2.24145097486487,1.41025010692822,8,2685000
000660,2026-06-22,KR,1.3048567675048,,6,
000660,2026-06-23,KR,1.00089581267807,,8,
000660,2026-06-24,KR,1.05561177355217,1.46571607364189,3,
000660,2026-06-25,KR,2.13024485453611,1.46571607364189,8,2621000
000670,2026-06-01,KR,0.0526315789473684,-0.779215926550229,225,52000
000670,2026-06-02,KR,-0.0633147113594041,-0.881526389739156,277,50300
000670,2026-06-03,KR,-0.0633147113594041,-0.881526389739156,277,50300
000670,2026-06-04,KR,-0.0304761904761904,-0.791945894798203,259,50900
000670,2026-06-05,KR,-0.0814606741573034,-0.75174466330943,262,49050
000670,2026-06-06,KR,-0.0814606741573034,-0.75174466330943,262,49050
000670,2026-06-07,KR,-0.0814606741573034,-0.75174466330943,262,49050
000670,2026-06-08,KR,-0.145161290322581,-0.66950277787943,279,45050
000670,2026-06-09,KR,-0.148250460405157,-0.783158275198808,292,46250
000670,2026-06-10,KR,-0.182226211849192,-0.731467004062528,301,45550
000670,2026-06-11,KR,-0.215488215488216,-0.784092887794406,318,46600
000670,2026-06-12,KR,-0.204047217537943,-0.801659733148039,317,47200
000670,2026-06-13,KR,-0.204047217537943,-0.801659733148039,317,47200
000670,2026-06-14,KR,-0.204047217537943,-0.801659733148039,317,47200
000670,2026-06-15,KR,-0.227056962025316,-0.879792220137682,324,48850
000670,2026-06-16,KR,-0.26395173453997,-0.935313956230178,331,48800
000670,2026-06-17,KR,-0.25808936825886,-0.954802458474695,335,48150
000670,2026-06-18,KR,-0.209621993127148,-1.0408228610638,311,46000
000670,2026-06-22,KR,-0.263128346781766,,385,
000670,2026-06-23,KR,-0.299106083928496,,393,
000670,2026-06-24,KR,-0.29103786007089,-0.945447508809412,348,
000670,2026-06-25,KR,-0.280918727915194,-0.945447508809412,317,40700
000700,2026-06-01,KR,-0.0682556491480811,-0.900103154645679,286,5200
000700,2026-06-02,KR,-0.0650333081883958,-0.883244986568148,278,5280
000700,2026-06-03,KR,-0.0650333081883958,-0.883244986568148,278,5280
000700,2026-06-04,KR,-0.0587144678082131,-0.820184172130225,272,5280
000700,2026-06-05,KR,-0.0550673111142667,-0.725351300266393,247,5390
000700,2026-06-06,KR,-0.0550673111142667,-0.725351300266393,247,5390
000700,2026-06-07,KR,-0.0550673111142667,-0.725351300266393,247,5390
000700,2026-06-08,KR,-0.0831172610626373,-0.607458748619486,233,5230
000700,2026-06-09,KR,-0.0299041808287035,-0.664811995622355,216,5460
000700,2026-06-10,KR,-0.0248633674834671,-0.574104159696803,193,5590
000700,2026-06-11,KR,-0.0300966588923215,-0.598701331198512,193,5560
000700,2026-06-12,KR,-0.0129923861917108,-0.610604901801807,198,5630
000700,2026-06-13,KR,-0.0129923861917108,-0.610604901801807,198,5630
000700,2026-06-14,KR,-0.0129923861917108,-0.610604901801807,198,5630
000700,2026-06-15,KR,0.01499131638052,-0.637743941731845,186,5780
000700,2026-06-16,KR,0.032281448605354,-0.639080773084854,178,5810
000700,2026-06-17,KR,0.049995961553994,-0.646717128661841,164,5850
000700,2026-06-18,KR,0.0608662887787783,-0.770334579157872,157,5800
000700,2026-06-22,KR,-0.0613302593075672,,146,
000700,2026-06-23,KR,-0.0826329077761655,,124,
000700,2026-06-24,KR,-0.0864289067607267,-0.705254341197697,106,
000700,2026-06-25,KR,-0.0407255603034795,-0.705254341197697,154,5390
000720,2026-06-01,KR,0.397727550598693,-0.434119954898904,95,138900
000720,2026-06-02,KR,0.293462932793227,-0.524748745586525,116,134200
000720,2026-06-03,KR,0.293462932793227,-0.524748745586525,116,134200
000720,2026-06-04,KR,0.272667645546222,-0.48880205877579,125,136600
000720,2026-06-05,KR,0.232305232009254,-0.437978757142872,119,131900
000720,2026-06-06,KR,0.232305232009254,-0.437978757142872,119,131900
000720,2026-06-07,KR,0.232305232009254,-0.437978757142872,119,131900
000720,2026-06-08,KR,0.0793988165526966,-0.444942671004152,149,116500
000720,2026-06-09,KR,0.182167120152934,-0.452740694640718,118,122300
000720,2026-06-10,KR,0.199520155114619,-0.349720637098717,107,130300
000720,2026-06-11,KR,0.161464152880866,-0.407140519425324,120,122700
000720,2026-06-12,KR,0.495100484516977,-0.10251203109312,65,157500
000720,2026-06-13,KR,0.495100484516977,-0.10251203109312,65,157500
000720,2026-06-14,KR,0.495100484516977,-0.10251203109312,65,157500
000720,2026-06-15,KR,0.379046014010157,-0.273689244102209,79,145000
000720,2026-06-16,KR,0.366880792827853,-0.304481428862356,76,147800
000720,2026-06-17,KR,0.364864412037379,-0.331848678178456,73,139300
000720,2026-06-18,KR,0.355292462854354,-0.475908405082296,80,133200
000720,2026-06-22,KR,-0.0553947924681675,,138,
000720,2026-06-23,KR,-0.158904817669247,,222,
000720,2026-06-24,KR,-0.149800230987494,-0.582865769751863,173,
000720,2026-06-25,KR,0.0816630111423551,-0.582865769751863,103,114700
000810,2026-06-01,KR,0.322887399745011,-0.508960105752586,110,604000
000810,2026-06-02,KR,0.372181761293976,-0.446029917085776,97,641000
000810,2026-06-03,KR,0.372181761293976,-0.446029917085776,97,641000
000810,2026-06-04,KR,0.582216544930637,-0.179253159391376,67,730000
000810,2026-06-05,KR,0.444719472375976,-0.22556451677615,82,695000
000810,2026-06-06,KR,0.444719472375976,-0.22556451677615,82,695000
000810,2026-06-07,KR,0.444719472375976,-0.22556451677615,82,695000
000810,2026-06-08,KR,0.399735913705404,-0.124605573851446,66,670000
000810,2026-06-09,KR,0.393558076734967,-0.241349738058684,78,655000
000810,2026-06-10,KR,0.303923342346704,-0.245317449866632,82,616000
000810,2026-06-11,KR,0.407702818180701,-0.16090185412549,69,663000
000810,2026-06-12,KR,0.356783306602904,-0.240829209007192,81,654000
000810,2026-06-13,KR,0.356783306602904,-0.240829209007192,81,654000
000810,2026-06-14,KR,0.356783306602904,-0.240829209007192,81,654000
000810,2026-06-15,KR,0.43384322650869,-0.218892031603675,74,676000
000810,2026-06-16,KR,0.400420384911491,-0.270941836778718,72,671000
000810,2026-06-17,KR,0.411459743515522,-0.285253346700313,67,679000
000810,2026-06-18,KR,0.514043019369477,-0.317157848567174,56,700000
000810,2026-06-22,KR,0.287441217137659,,35,
000810,2026-06-23,KR,0.215039658766476,,37,
000810,2026-06-24,KR,0.166088993453383,-0.388306808890876,34,
000810,2026-06-25,KR,0.276221972003342,-0.388306808890876,61,636000
000880,2026-06-01,KR,-0.0462686240282889,-0.878116129525886,276,128900
000880,2026-06-02,KR,-0.0362384866366644,-0.854450165016416,261,118900
000880,2026-06-03,KR,-0.0362384866366644,-0.854450165016416,261,118900
000880,2026-06-04,KR,0.0528205401891195,-0.708649164132893,213,130200
000880,2026-06-05,KR,0.0156376587420179,-0.654646330410108,212,125300
000880,2026-06-06,KR,0.0156376587420179,-0.654646330410108,212,125300
000880,2026-06-07,KR,0.0156376587420179,-0.654646330410108,212,125300
000880,2026-06-08,KR,-0.038210266505343,-0.562551754062192,210,113800
000880,2026-06-09,KR,0.0169896106343741,-0.617918204159277,186,115800
000880,2026-06-10,KR,0.00996373281240004,-0.539277059400936,171,119200
000880,2026-06-11,KR,0.035499037892837,-0.533105634413354,164,117600
000880,2026-06-12,KR,0.032151016029758,-0.565461499580338,171,116300
000880,2026-06-13,KR,0.032151016029758,-0.565461499580338,171,116300
000880,2026-06-14,KR,0.032151016029758,-0.565461499580338,171,116300
000880,2026-06-15,KR,0.0695827657292512,-0.583152492383114,162,120200
000880,2026-06-16,KR,0.0634324288839112,-0.607929792806297,163,125300
000880,2026-06-17,KR,0.137863045568945,-0.55885004464689,133,129000
000880,2026-06-18,KR,0.126426305864898,-0.704774562071752,133,120900
000880,2026-06-22,KR,-0.0852546511611075,,163,
000880,2026-06-23,KR,-0.155357900869698,,210,
000880,2026-06-24,KR,-0.183948015499387,-0.738431272819192,228,
000880,2026-06-25,KR,-0.0739024919249739,-0.738431272819192,173,103800
000990,2026-06-01,KR,1.23501131674694,0.40316381124934,28,181400
000990,2026-06-02,KR,1.01461036653828,0.196398688158529,36,170100
000990,2026-06-03,KR,1.01461036653828,0.196398688158529,36,170100
000990,2026-06-04,KR,1.07703638463794,0.315566680315925,36,176400
000990,2026-06-05,KR,1.07058330166302,0.400299312510893,33,173800
000990,2026-06-06,KR,1.07058330166302,0.400299312510893,33,173800
000990,2026-06-07,KR,1.07058330166302,0.400299312510893,33,173800
000990,2026-06-08,KR,0.77455348412568,0.250211996568831,35,158800
000990,2026-06-09,KR,0.845828352053552,0.210920537259901,37,170300
000990,2026-06-10,KR,0.70435014027345,0.155109348060114,39,153700
000990,2026-06-11,KR,0.726675693145698,0.158071020839508,39,155200
000990,2026-06-12,KR,0.839779775299875,0.242167259689778,42,174300
000990,2026-06-13,KR,0.839779775299875,0.242167259689778,42,174300
000990,2026-06-14,KR,0.839779775299875,0.242167259689778,42,174300
000990,2026-06-15,KR,0.553619634976489,-0.0991156231358765,57,161200
000990,2026-06-16,KR,0.577002118971834,-0.094360102718374,50,158000
000990,2026-06-17,KR,0.511715076520442,-0.184998013695393,55,158500
000990,2026-06-18,KR,0.513622603430878,-0.317578264505772,57,154500
000990,2026-06-22,KR,0.340894683616861,,33,
000990,2026-06-23,KR,0.191152066151751,,41,
000990,2026-06-24,KR,0.119137130496245,-0.171479688577935,38,
000990,2026-06-25,KR,0.493049092316283,-0.171479688577935,42,152400
001040,2026-06-01,KR,-0.0209261257731138,-0.852773631270711,265,183000
001040,2026-06-02,KR,-0.014427050333835,-0.832638728713587,248,181500
001040,2026-06-03,KR,-0.014427050333835,-0.832638728713587,248,181500
001040,2026-06-04,KR,-0.0326619241961092,-0.794131628518121,261,177000
001040,2026-06-05,KR,-0.0140513771497556,-0.684335366301882,229,183800
001040,2026-06-06,KR,-0.0140513771497556,-0.684335366301882,229,183800
001040,2026-06-07,KR,-0.0140513771497556,-0.684335366301882,229,183800
001040,2026-06-08,KR,-0.0962433688266791,-0.620584856383528,247,168300
001040,2026-06-09,KR,-0.0226140898278534,-0.657521904621505,211,179800
001040,2026-06-10,KR,-0.104953367912704,-0.65419416012604,244,170200
001040,2026-06-11,KR,-0.0680509719016291,-0.63665564420782,215,173000
001040,2026-06-12,KR,-0.0659105806101773,-0.663523096220274,231,174500
001040,2026-06-13,KR,-0.0659105806101773,-0.663523096220274,231,174500
001040,2026-06-14,KR,-0.0659105806101773,-0.663523096220274,231,174500
001040,2026-06-15,KR,-0.106503959140934,-0.759239217253299,253,174300
001040,2026-06-16,KR,-0.0714580162078295,-0.742820237898038,226,186800
001040,2026-06-17,KR,-0.144717052771612,-0.841430142987447,275,183000
001040,2026-06-18,KR,-0.115960667717076,-0.947161535653726,262,183500
001040,2026-06-22,KR,-0.0965083042906899,,175,
001040,2026-06-23,KR,-0.15298013796279,,206,
001040,2026-06-24,KR,-0.158265105021539,-0.875744646187481,190,
001040,2026-06-25,KR,-0.211215865293264,-0.875744646187481,272,161400
001060,2026-06-01,KR,0.0328006805411953,-0.799046824956402,235,27050
001060,2026-06-02,KR,-0.0291794725954327,-0.847391150975185,254,26900
001060,2026-06-03,KR,-0.0291794725954327,-0.847391150975185,254,26900
001060,2026-06-04,KR,-0.0234659452886994,-0.784935649610712,251,26150
001060,2026-06-05,KR,-0.0890221563826611,-0.759306145534787,269,26000
001060,2026-06-06,KR,-0.0890221563826611,-0.759306145534787,269,26000
001060,2026-06-07,KR,-0.0890221563826611,-0.759306145534787,269,26000
001060,2026-06-08,KR,-0.0869499947345583,-0.611291482291407,239,24450
001060,2026-06-09,KR,-0.027111531412183,-0.662019346205834,213,26100
001060,2026-06-10,KR,-0.0622829193855123,-0.611523711598848,211,26350
001060,2026-06-11,KR,-0.0917556431963757,-0.660360315502567,233,26500
001060,2026-06-12,KR,-0.0744583699586637,-0.67207088556876,237,27050
001060,2026-06-13,KR,-0.0744583699586637,-0.67207088556876,237,27050
001060,2026-06-14,KR,-0.0744583699586637,-0.67207088556876,237,27050
001060,2026-06-15,KR,-0.0544960818047968,-0.707231339917162,224,28050
001060,2026-06-16,KR,-0.122028671160591,-0.7933908928508,257,27250
001060,2026-06-17,KR,-0.083743842364532,-0.780456932580367,242,27900
001060,2026-06-18,KR,-0.0829757219084335,-0.914176589845084,243,27250
001060,2026-06-22,KR,-0.131234987309171,,226,
001060,2026-06-23,KR,-0.179531380415874,,259,
001060,2026-06-24,KR,-0.154817365923583,-0.872183659175351,178,
001060,2026-06-25,KR,-0.207654878281133,-0.872183659175351,269,25950
001120,2026-06-01,KR,0.152549092828609,-0.679298412668988,183,40000
001120,2026-06-02,KR,0.138146395469885,-0.680065282909867,172,38900
001120,2026-06-03,KR,0.138146395469885,-0.680065282909867,172,38900
001120,2026-06-04,KR,0.126616738239965,-0.634852966082047,178,39100
